,title,write_date,score,content
1252,죽도 서핑 다이어리,2021-09-16,5,이현승 감독이 연출한 <죽도 서핑 다이어리>는 강원도 양양에 위치한 서핑의 천국인 죽도라는 지역에서 펼쳐지는 이야기를 담고 있습니다.  이야기는 크게 두 주인공으로 나뉘어 진행됩니다. 한 쪽은 서핑을 너무 사랑하는 12살 초딩소녀 비주의 이야기인데 어린 나이에도 불구하고 서핑이 없으면 죽고 못 사는 초등학생으로 등장합니다. 다른 한 쪽은 부당고발로 인해 잠시 서울을 떠나 양양으로 캠핑으로 수정(전혜빈)의 이야기로 서핑을 전혀 모르는 상황에서 서핑을 사랑하게 되고 서서히 죽도의 매력에 젖어드는 인물입니다.  이 작품은 영화 속 이야기보다는 양양의 아름다운 풍광을 고스란히 즐길 수 있는 작품입니다. 여러 가지 앵글을 위해 사용된 카메라들로 구성된 쇼트들이 겨울이 오기 전 죽도의 아름다운 해변을 보여주고 파도가 좋을 때 서퍼들의 화려한 서핑들도 볼 수 있습니다. 또한 현지 서퍼들을 고용해 여러 가지 배역을 맡기고 있는데 생각보다 괜찮은 연기들을 보여줍니다. 아주 가끔 ng컷들이 그대로 사용된 쇼트들도 있는데 그건 어쩔 수 없는 것 같습니다.  단지 아쉬운 점은 앞서도 언급한 것처럼 이야기의 힘이 좀 모자란 작품이라는 것입니다. 비주 캐릭터의 이야기도 그렇고 수정의 이야기도 클리셰 자체 입니다. 아름다운 자연과 함께 어우러지는 이야기가 있었다면 좀 더 서핑을 알아보고 싶은 마음이 생겼을 수도 있을 것 같은데 그 점이 좀 아쉽더라고요. more
1253,죽지않는 인간들의 밤,2020-10-23,5,"황당하면서 좀 이상한 호러코미디영화였습니다! 하루 밤낮을 가리지 않고 잠도 자지 않고 주유소에서 일에만 집중하는 남성과 그에 대한 궁금증과 의심을 품게 된 애인 사이에서 벌어지는 충격적이고 황당한 진실을 다뤘으며, 호러와 코미디가 섞인 거의 B급 좀비영화라 해도 과언이 아닐 정도로 이상한 영화였습니다! 전반적으로 황당하기 그지 없었으니, 별 2개 반 드립니다!! more"
1254,죽지않는 인간들의 밤,2020-10-07,10,제목만 보면 ‘좀비’가 등장할 법 하지만 꼭 죽지 않는다는 정의를 좀비로만  생각할 필요는 없다. ‘외계인’에서 ‘~인’도 사람이라 충분히 보통 사람의  상상력에서 지구인보다 훨씬 강한 체력과 초능력을 보유하고 있다고 해도  허구의 세계에서 이상할 건 없다.  이상적인 남편 만길(김성오)과 행복한 결혼 생활을 영위하는 소희(이정현)는  동창들의 부러움을 사면서 살던 중 만길 휴대폰에 뜬 하나의 메시지에서  외도의 흔적을 발견하고 흥신소 같은 심리 상담 연구소 간판을 내건 닥터  장(양동근)에게 남편의 뒷조사를 시킨다. 그 뒷조사에서 드러나는 만길의  21시간의 활동은 인간의 체력을 넘어서는 것은 물론 심지어 주유소에서  경유 3만원 어치를 시원스레 마셨다는 일화는 만길의 정체를 외계인으로  드러나게 함은 물론 외계인과 지구인과의 사투를 아주 우스꽝스럽고  부산스럽게 묘사할 작품의 방향을 설정하는 주요 플롯으로 작용한다.  만길의 무한 체력이 외계인임을 증명하지만 소희는 만길의 정체가  외계인으로 드러나기 전 이미 만길의 외도에 상실해서 닥터 장에게 만길의  살인을 의뢰하고 소희는 동창이지만 2년과정이 누락 돼 나이가 두 살 많은  세라(서영희)에게 이 끔찍하고 힘든 과업을 같이 하자고 제안한다. 그러나  이 모든 계획이 세운 대로 될 리도 없으며 작품은 틀어지는 계획속에 인물간  적대 관계의 은폐를 통해 조마조마한 순간을 창조해 낸다. 만길의 살해  계획전 만길이 외계인으로 지구인들의 샘플을 얻기 위해 소희를 죽이려다  소희가 멀쩡하게 살아나는 과정에서 작품은 이미 인물 간의 계획의  어긋남으로 예상치 못한 전개를 펼쳐나가 그 난리 속에서 관객에게 웃음을  안겨준다.  만길을 죽이려다 오히려 양선(이미도)의 등장으로 닥터 장이 봉변을 당하고  여기에 양선과 닥터 장의 사이가 드러나며 작품은 시쳇말로 웃픈 상황으로  치달으며 예측불가능성을 통한 웃음과 전개로 관객에게 몰입감을 선사한다.  독특한 감성을 자랑하고 특히 B급 감성으로 자신의 취향을 작품에서  적극적으로 발휘한 신정원 감독은 이번엔 외계인을 등장시켜 지구인과  외계인과의 대결을 우스꽝스러우며 예측 불가능한 난장으로 만들고 여기에  닥터 장이 봉변을 당한 이후 유일한 대사인 ‘초등학교 어디 나왔어요?’로  깊은 인상을 남기는 작품은 영화 끝에 쿠키 영상을 통해 소희가 만길의  독살 시도에도 살아남은 이유를 연상하는 영상을 보이며 끝까지 유쾌하고  기발한 기운을 유지한다. more
1255,죽지않는 인간들의 밤,2020-10-04,5,쌈마이라도 이런 애매한 쌈마이는 됐거든
1257,지니어스 독,2020-09-13,6,"크게 재미있지는 않았지만 그럭저럭 볼만한 가족코미디영화였습니다! 소년이 자신만의 발명품을 만들어 애완견의 생각을 읽으면서 부모의 이혼을 막기 위한 기막힌 프로젝트를 실행하기까지 기발하면서 색다른 면모를 보이기는 했지만 영화의 스토리 치고는 너무 무난하고 그저 그런 면들이 많아서 조금 아쉬웠습니다! 전반적으로 그럭저럭했으니, 별 3개 드립니다!! more"
1260,지푸라기라도 잡고 싶은 짐승들,2020-12-20,10,"    삶 자체도 어려운데 더 어려운 이유가 ‘정도’가 아닌 ‘왕도’를 살려는  인생들이 많기 때문이다. ‘정도’를 걸어 ‘왕도’로 운명 개척에 한계가 있으니  어리석은 이들은 이 과정에서 불법, 위법 등 수단과 방법을 가리지 않고  한 방을 노리는 한탕주의에 인생을 맡기는 우를 범한다.  목욕탕 옷장에서 발견한 가방에 있는 십억 단위의 현찰은 자신보다 나이  어린 지배인에게 막말을 드는 중만(배성우)은 이를 인생 역전의 기회로  생각하고 가방을 보관실에 둔다. 중만이 일을 마치고 온 집에는 아내  영선(진경)이 시어머니 순자(윤여정)가 바닥에 배출한 배설물을 치우고 있고  치매기가 있어 며느리에 대한 쌍욕을 하기 시작한다. 중만의 인생이 꼬여  횟집을 하다 부도가 났고 이를 메꾸기 위해 목욕탕에 직원으로 취직했는데  발견한 돈 가방이 중만에게 기회가 된 것이다.  작품은 중만이 발견한 돈 가방이 어떤 과정을 거쳐 중만에게까지  도달했는지를 각 장을 통해 알려주는데 세관공무원 태영(정우성)은  안정적인 직업에 만족하지도 못하고 연희(전도연)의 꼬임에 넘어가 보증을  섰다가 사채업자 박두식(정만식)에게 나날이 빚 독촉이 아닌 빚 살해 위협을  받는 처지다. 그래도 태영은 정신을 차리지 못하고 먼 친척뻘인 가게에서  중간 관리자로 일하는 붕어(박지환)를 통해 큰 돈이 들어올 거라는 허풍으로  인생 역전의 기회를 노리지만 호구로 명명된 친구는 태영과의 연락 뒤에  홀연히 자취를 감추고 태영은 자신의 신체 일부를 박두식에게 내어줘야  하는 상황에 몰리게 된다.  태영의 호구에 대한 소식이 어디에서 흘렀는지는 모르겠으나 그로 인해  붕어는 박사장에게 온갖 몹쓸 신체 테러를 당하고 태영이 호구라 불리는  친구를 기다리다가 경찰이라면서 다가온 명구(윤제문)는 태영에게 박사장  다음으로 철거머리처럼 태영의 인생에 장애물이 된다.  태영이 당하는 고초까지 작품은 돈의 출처를 명확히 하지 않는다. 태영이  고초를 겪으면서 동시에 진행되는 술집 호스트인 미란(신현빈)과 조선족인  진태(정가람)의 불안한 외도 행각과 미란을 상습적으로 폭행하는 남편  재훈(김준한)의 이야기는 태영의 사연과는 별개로 진행되다 작품이 4장  상어에 들어서 연희가 작품에 등장하며 돈의 출처가 등장한다. 연희의  등장과 더불어 작품은 본격적인 유혈 낭자극으로 전환되고 점점 돈을  둘러싼 온갖 인간들의 악연과 기행, 연희가 보이는 외양과 달리 돈을  위해서라면 대상이 어떻든 살인도 마다하지 않는 모습에서 점점 더 흥미를  돋는다.  여러 결의 이야기를 배치하고 이 이야기를 하나의 단일한 줄기로 모으는  서사는 관객의 입장에서 작품에 온전히 집중할 수 있는 장치이자 이야기가  완성되는 과정 자체가 재미를 보장한다. 배우들의 열연과 비루한 인간  군상의 모습을 보고 인생 자체를 스스로 어렵게 사는 이들의 공감이 아닌  씁쓸한 미소를 짓게하는 작품은 블랙코미디로의 특징도 갖고 있다.  영화 말미, 그 돈가방은 돌고돌아 운명처럼 누군가에게로 오게된다. 작품  제목처럼 지푸라기라도 잡는게 아닌 확실한 동아줄을 잡으려다 목숨을 잃은  여러 인생들의 씁쓸한 냉소 뒤로 누군가에게 돌아간 돈은 작품에서 범죄  색이 짙었던 인물들에게 돌아가지 않으리라는 확실한 전제조건하에서  ‘운명’을 언급하며 막을 내린다. more"
1261,지푸라기라도 잡고 싶은 짐승들,2020-04-11,7,"엄청난 거액의 돈을 두고 각자 재기하여 한탕하려는 사람들의 욕심과 음모, 배신, 살인에 이르기까지 물질 만능주의에 대한 풍자를 잘 보여주었지만 결말에는 어부지리로 아무런 잘못 없는 평범한 청소부에게로 돌아간 것이 어떻게 보면 좀 허망하다는 생각이 들었습니다! 모든 내용의 근원이 바로 거액의 지폐가 든 돈가방에서 비롯되었으며 그 돈으로 인한 인간의 욕심을 잘 표현했으니, 별 3개 반 드립니다!! more"
1262,지푸라기라도 잡고 싶은 짐승들,2020-04-01,6,생각보다 볼만했다
1263,지푸라기라도 잡고 싶은 짐승들,2020-02-23,6,못 볼 정도는 아니지만 굳이 찾아서 볼 정도는 아닌 재미
1265,찬실이는 복도 많지,2020-10-10,8,말금이는 복 받을겨
1268,청춘빌라 살인사건,2020-01-03,10,밀실 플롯치고는 느슨하다 쫀쫀한 플롯 찜찜한 시선 칼칼한 뒷맛
1270,초미의 관심사,2020-05-29,7,편견을 한꺼풀씩 벗겨내다보니 어느 새 자리잡은 연대와 화합
1271,초미의 관심사,2020-05-28,7,"오랜만에 크게 웃었다 ★★★☆ 3.7 명불허전 조민수, 기대이상 치타, 빅재미 신스틸러 외국인s 행복한 반전, 특별출연 마마무+대일밴드 코로나 때문인지, 그 큰 영화관 관객은 나 1명... 이렇게 조용히 묻히지 말고, 초미의 관심으로 많은 사람이 봤으면 좋겠다 그냥 보내기 아까운 영화! more"
1282,콜 오브 와일드,2020-05-14,6,이 영화 후 CG팀 전원이 병원에 과로로 입원했다는 후문
1283,콜 오브 와일드,2020-05-08,7,"나름대로 우정과 감동이 느껴지는 드라마영화였습니다! 따뜻하고 부유한 가정에서 말괄량이로 자란 개가 우연치 않게 알래스카라는 추운 극지대로 팔려가 그곳에서 야생에 대한 적응과 사람들과 개들의 우정을 어느 정도 실감나게 잘 표현해서 감동적이면서 공감이 든 영화였습니다! 조용하면서 따뜻한 우정이 느껴지는 영화였으니, 별 3개 반 드립니다!! more"
1288,킬러맨,2020-09-10,4,"좀 식상하면서 그저 그런 범죄영화였습니다! 폭력 조직의 돈 세탁을 전문으로 하는 세탁업자가 보스의 조카로 인하여 함정에 빠져 폭력 조직과 부패 경찰들의 추격을 동시에 받으면서 죽고 죽이는 사생결단의 상황과 이러지도 저러지도 않은 이상한 결말에 전부 그저 그렇다는 생각만 들었습니다! 전반적으로 식상하고 그저 그랬으니, 별 2개 드립니다!! more"
1289,킬러의 보디가드 무삭제 특별판,2020-05-24,8,시종일관 티격태격하지만 유쾌한 콤비 플레이 작렬..그리고 게리 올드만의 카리스마 있는 악당 역할
1293,타오르는 여인의 초상,2020-07-08,9,사랑의 감정이 점점 더 깊어지고 짙어질수록 더욱더 또렷하고 실감(리얼)나게 느껴지던(?) 마리안느가 그린 초상화... 그녀를 쳐다보느라...○○○ 끝자락이 ○에 타는 줄도 모르고... 넋(?)이 나가 있었던...섬세하면서도 절제된 그리고 폭발적 감정(씬)... 생생하게 움직이는...명화 그 자체였던 작품... more
1294,타오르는 여인의 초상,2020-01-29,10,"지체 높다는 특권을 자랑하는 귀족들은 과거에 사랑보다는 정략결혼을 주로  한 듯싶다. 자신의 의사보다 외부적으로 주어진 계급과 결혼 당사자보다도  결혼으로 맺어질 두 집안의 이해타산이 우선시 됐으니 말이다. 서구에서도  남존여비는 아시아만큼이나 극심했고 신랑이 될 사람이나 신랑 집안에서  결혼할 여인의 초상화를 원했나 보다. 사진이 없던 시절 초상화는 예술이자  기능적인 면에서 기술에 해당했다. 음악이 융성했던 유럽에서 음악가들이  능력이 아무리 좋아도 귀족이 아닌 한국의 조선 시대에 해당하는 ‘중인’에  해당했듯이 화가들 또한 음악가와 별반 다른 계층이 아니었을 거다.  수녀원 생활을 박차고 나온 엘로이즈(아델 헤이넬)는 집안에서 이탈리아  밀라노의 저명한 집안과의 혼사를 거부하고 외딴 섬에 은거 중이다. 결혼  자체가 싫으니 신랑집으로 보낼 초상화를 그리는 과정도 녹록지 않다. 이  와중에 화가인 마리안느(노에미 메를랑)가 엘로이즈의 모친 백작  부인(발레리아 골리노)의 제안으로 섬으로 엘로이즈의 초상화를 그리러  오게 된다. 초상화를 그린다는 목적을 숨기고 섬의 고립된 생활을 달랠 산책  친구의 역할을 하러 온 것으로 위장한 채 말이다.  화가로서 강사를 겸업하는 그녀는 화가 수업 중에 자신이 그린 작품과 같은  제목의 그림 ‘타오르는 여인의 초상’을 꺼낸 여인에게 이걸 왜 꺼냈냐고  하지만 그 그림의 구도에서 묘사된 바다와 그 해변에서 치맛자락에 불이  붙은 여인은 현실의 풍경을 묘사했으면서도 초현실적인 인상이며 불붙은  치마를 입은 여인과의 관계에 복선을 제공한다.  외딴 섬으로 이동하는 마리안느의 여정은 난관이다. 파도가 굉장히 강한  상황에서 다섯 명 정도의 뱃사공들이 노를 저어 이동하는 모습은 뱃멀미를  유발할 정도로 심하고 그 와중에 엘로이즈의 초상화를 그려야 할 화구를  바다에 빠뜨려 이를 건지려 바다에 몸을 던진다.  섬에 도착해서는 뱃사공 중 한 명이 화구를 들고 마리안느를 도와주지만  숲의 입구에서 돌아서서 가며 마리안느만이 엘로이즈가 머무는 별장에  가야한다. 난관을 뚫고 별장에 도착해서는 하녀 소피(루아나 바야미)가  마리안느를 맞이하고 마리안느는 조용하고 폐쇄적인 별장에서 오랫동안  쓰지 않은 거실에서 벽난로에 옷과 화구를 말리며 파이프를 피우며 첫날을  보낸다.  산책친구로서만 온 마리안느는 엘로이즈와의 산책을 할 때만 그녀를  관찰하고 초상화를 그려야 한다. 첫 만남부터 엘로이즈는 마리안느에게  자신의 얼굴을 드러내지 않으며 망토로 가리며 바다로 무작정 뛰어간다.  엘로이즈에게 바다는 섬을 탈출할 수 없는 고립이자 이상향이며 언젠가는  넘어야 할 장벽이다. 바다에 가서야 얼굴을 드러낸 엘로이즈는 마리안느와0  대화를 시작하고 둘이 같이 바다를 바라보면서 마리안느의 얼굴이  엘로이즈의 얼굴을 완전히 가리다가 엘로이즈가 마리안느를 옆으로 바라볼  때 둘은 서로를 쳐다본다. 둘의 얼굴을 보는 장면에서도 둘은 막연하게 우정  이상의 감정을 암시하는 몸짓으로 점차 작품에서 진행되는 둘의 관계를  관객에게 상기한다.  폐쇄적으로 자신의 신분을 위장하고 온전히 대상을 관찰하지 못하고 같이  산책을 할 때에만 엘로이즈의 신체부위를 관찰했다가 초상화를 그려야 하는  마리안느에게는 아주 고역이다. 초상화를 완성하지만 백작 부인에게  솔직하게 엘로이즈에게 자신이 화가이고 엘로이즈에게 자신의 작품을  공개해야겠다고 한 이후 엘로이즈는 작품을 보고선 날선 비판으로  마리안느에게 상처를 주고 마리안느는 걸레로 자신이 완성한 작품의 얼굴을  뭉갠다. 초기 얼굴 없는 초상화에서처럼 마리안느는 온전하지 못한 초상화의  얼굴을 뭉개고는 이를 다시 백작 부인에게 공개하고는 다시 그리겠다고  한다.  엘로이즈가 마리안느를 비난한 건 마리안느가 자신의 신분을 위장하고  자신을 부분적으로 관찰한 그림에 대한 불만이자 동시에 작품에서는 이를  계기로 마리안느와 엘로이즈와의 관계가 범상치 않게 발전하는 순간이다.  둘의 관계도 인상 깊게 발전하지만 하녀 소피와의 관계도 상당히 발전한다.  소피는 하녀지만 자수를 놓으며 바느질로 꽃을 천에 한 땀, 한 땀 정성스레  놓으며 예술 활동을 하고 세 여인은 작품에 같이 등장할 때가 많으며 같이  산책을 하고 소피가 앓는 생리통과 관련된 병을 앓을 땐 서로 돕는 연대의  모습을 보인다. 엘로이즈는 마리안느가 자신의 신분을 솔직하게 드러내고  온전하게 자신의 얼굴을 드러내고 마리안느가 작품을 완성해 갈 때 점점 더  서로 깊이 빠져들고 초상화는 첫 작품보다도 엘로이즈의 얼굴에 더  가까워진다.  마리안느와 엘로이즈가 애정관계가 되고 작품은 완성이 되지만 역설적으로  둘의 이별도 다가온다. 작품은 여타 퀴어물처럼 두 대상이 세상의 시선으로  부터 받아야 할 탄압으로 사랑의 위대함을 설파하지 않는다. 시대의 시선과  세상의 관습을 수용한 둘은 은밀하게 애정을 확인하고 그 운명을 피하진  않는다.  섬을 떠난 두 여인 중 마리안느는 회화 수업을 하면서 전시회에 갈 계기를  마련한다. 마리안느는 전시회에서 엘로이즈가 자신을 여전히 생각하는 걸  하나의 암호로 알게 되고 이에 대해 기쁨과 슬픔을 동시에 느낀다.  마리안느가 엘로이즈는 마지막으로 본 공연장에서 마리안느가 치려고 했던  비발디의 사계가 연주되고 작품은 막을 내린다.  동성애를 다루면서도 둘이 사랑해서 세상으로부터 받아야 할 탄압보다는  세상의 공고한 시선이 유지되면서도 서로를 향한 사랑이 어떤 방식으로  유지되고 위대한 가치를 지니는지에 대해 설파하는 작품은 여성들의  동성애를 다뤘으면서도 남성들을 대부분 등장시키지 않음으로써 충분히  여성들만 등장하는 작품만으로도 아주 훌륭한 작품이 나올 수 있다는  성차에 기반한 기존의 시선을 타파하는 미덕도 지녔다. 음악의 절제와 빛과  어둠의 대조적인 조명의 활용과 마리안느가 엘로이즈에 대한 사랑을  표현하는 어둠 속에서 등장하는 하얀 드레스를 입은 엘로이즈의 형상 등은  작품이 초상화라는 작품을 소재로 마리안느에 대한 엘로이즈의 애정을  시각화로 확장한다.  작품을 감상하는 즐거움과 작품이 완성되는 가운데 발생하는 애정의 관계,  거기다 더 나아가서 하녀까지 포함해 신분을 초월한 여성의 연대까지  보여주는 작품은 예술을 바라보는 시선과 인간으로서 지녀야 할 미덕까지  걸작의 조건을 보여준다. more"
